Name,Email,Financial Status,Paid at,Fulfillment Status,Fulfilled at,Accepts Marketing,Currency,Subtotal,Shipping,Taxes,Total,Discount Code,Discount Amount,Shipping Method,Created at,Lineitem quantity,Lineitem name,Lineitem price,Lineitem compare at price,Lineitem sku,Lineitem requires shipping,Lineitem taxable,Lineitem fulfillment status,Billing Name,Billing Street,Billing Address1,Billing Address2,Billing Company,Billing City,Billing Zip,Billing Province,Billing Country,Billing Phone,Shipping Name,Shipping Street,Shipping Address1,Shipping Address2,Shipping Company,Shipping City,Shipping Zip,Shipping Province,Shipping Country,Shipping Phone,Notes,Note Attributes,Cancelled at,Payment Method,Payment Reference,Refunded Amount,Vendor,Id,Tags,Risk Level,Source,Lineitem discount,Tax 1 Name,Tax 1 Value,Tax 2 Name,Tax 2 Value,Tax 3 Name,Tax 3 Value,Tax 4 Name,Tax 4 Value,Tax 5 Name,Tax 5 Value,Phone,Receipt Number,Duties,Billing Province Name,Shipping Province Name,Payment ID,Payment Terms Name,Next Payment Due At,Payment References
#1055,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 16:17:00 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1054,jaxon@zonos.com,partially_refunded,2023-01-18 16:14:45 -0500,unfulfilled,,no,USD,50.00,95.50,0.00,145.50,bogo,50.00,UPS Standard Duties & Taxes Included,2023-01-18 16:14:45 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rN3QtVEJxp3pTdeiyALgQRwlX,10.92,Jaxons Soda shop,5253640061236,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rN3QtVEJxp3pTdeiyALgQRwlX,,,rN3QtVEJxp3pTdeiyALgQRwlX + #1054.2
#1054,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 16:14:45 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1053,jaxon@zonos.com,partially_refunded,2023-01-18 16:12:13 -0500,unfulfilled,,no,USD,50.00,95.50,0.00,145.50,bogo,50.00,UPS Standard Duties & Taxes Included,2023-01-18 16:12:12 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rqbRTZPtlrDEsbK3GZV609BME,10.92,Jaxons Soda shop,5253636849972,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rqbRTZPtlrDEsbK3GZV609BME,,,rqbRTZPtlrDEsbK3GZV609BME + #1053.2
#1053,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 16:12:12 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1052,jaxon@zonos.com,partially_refunded,2023-01-18 16:10:25 -0500,unfulfilled,,no,USD,50.00,95.50,0.00,145.50,bogo,50.00,UPS Standard Duties & Taxes Included,2023-01-18 16:10:24 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rIZKdhZNWsfUXyqvLiBbP4FV8,10.92,Jaxons Soda shop,5253634818356,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rIZKdhZNWsfUXyqvLiBbP4FV8,,,rIZKdhZNWsfUXyqvLiBbP4FV8 + #1052.2
#1052,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 16:10:24 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1051,jaxon@zonos.com,partially_refunded,2023-01-18 16:04:52 -0500,unfulfilled,,no,USD,50.00,95.50,0.00,145.50,bogo,50.00,UPS Standard Duties & Taxes Included,2023-01-18 16:04:51 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rf7HZLFcRyzhodc2HhZBmGenc,10.92,Jaxons Soda shop,5253628920116,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rf7HZLFcRyzhodc2HhZBmGenc,,,rf7HZLFcRyzhodc2HhZBmGenc + #1051.2
#1051,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 16:04:51 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1050,jaxon@zonos.com,paid,2023-01-18 16:00:23 -0500,unfulfilled,,no,USD,50.00,95.50,0.00,145.50,bogo,50.00,UPS Standard Duties & Taxes Included,2023-01-18 16:00:22 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,r2zBslV73UlEYyACZSxgM66OP,0.00,Jaxons Soda shop,5253623644468,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,r2zBslV73UlEYyACZSxgM66OP,,,r2zBslV73UlEYyACZSxgM66OP
#1050,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 16:00:22 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1049,jaxon@zonos.com,paid,2023-01-18 15:57:40 -0500,unfulfilled,,no,USD,50.00,95.50,0.00,145.50,bogo,50.00,UPS Standard Duties & Taxes Included,2023-01-18 15:57:39 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rQ5E96gL9oVEADxSgt2XVgdbM,0.00,Jaxons Soda shop,5253620465972,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rQ5E96gL9oVEADxSgt2XVgdbM,,,rQ5E96gL9oVEADxSgt2XVgdbM
#1049,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 15:57:39 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1048,jaxon@zonos.com,partially_refunded,2023-01-18 15:15:53 -0500,unfulfilled,,no,USD,50.00,95.53,0.00,145.53,bogo,50.00,UPS Standard Duties & Taxes Included,2023-01-18 15:15:53 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rkYZm9WR5y8wHnAbOuImRrOZx,10.93,Jaxons Soda shop,5253568528692,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rkYZm9WR5y8wHnAbOuImRrOZx,,,rkYZm9WR5y8wHnAbOuImRrOZx + #1048.2
#1048,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 15:15:53 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1047,jaxon@zonos.com,partially_refunded,2023-01-18 15:11:12 -0500,unfulfilled,,no,USD,50.00,95.53,0.00,145.53,bogo,50.00,UPS Standard Duties & Taxes Included,2023-01-18 15:11:11 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,reAtvduzEX4Jkl7OtZ5ap0G5o,10.93,Jaxons Soda shop,5253562401076,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,reAtvduzEX4Jkl7OtZ5ap0G5o,,,reAtvduzEX4Jkl7OtZ5ap0G5o + #1047.2
#1047,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 15:11:11 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1046,jaxon@zonos.com,partially_refunded,2023-01-18 14:45:12 -0500,unfulfilled,,no,USD,50.00,95.53,0.00,145.53,bogo,50.00,UPS Standard Duties & Taxes Included,2023-01-18 14:45:11 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rTJYNsWXx3XABQtM7BuAcHbku,10.93,Jaxons Soda shop,5253529174324,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rTJYNsWXx3XABQtM7BuAcHbku,,,rTJYNsWXx3XABQtM7BuAcHbku + #1046.2
#1046,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 14:45:11 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1045,jaxon@zonos.com,paid,2023-01-18 14:43:41 -0500,unfulfilled,,no,USD,50.00,95.53,0.00,145.53,bogo,50.00,UPS Standard Duties & Taxes Included,2023-01-18 14:43:40 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon Po,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon Po,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rcjAFzzdpoIMU219ypCjAEOJi,0.00,Jaxons Soda shop,5253528158516,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rcjAFzzdpoIMU219ypCjAEOJi,,,rcjAFzzdpoIMU219ypCjAEOJi
#1045,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 14:43:40 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1044,jaxon@zonos.com,paid,2023-01-18 14:35:43 -0500,unfulfilled,,no,USD,50.00,95.53,0.00,145.53,bogo,50.00,UPS Standard Duties & Taxes Included,2023-01-18 14:35:42 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rzBamI287iFeOGRQg9xax9nvn,0.00,Jaxons Soda shop,5253520130356,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rzBamI287iFeOGRQg9xax9nvn,,,rzBamI287iFeOGRQg9xax9nvn
#1044,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 14:35:42 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1043,jaxon@zonos.com,paid,2023-01-18 14:25:47 -0500,unfulfilled,,no,USD,50.00,95.53,0.00,145.53,bogo,50.00,UPS Standard Duties & Taxes Included,2023-01-18 14:25:46 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rg3nujQkseVW02OehRXWH6Dml,0.00,Jaxons Soda shop,5253507481908,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rg3nujQkseVW02OehRXWH6Dml,,,rg3nujQkseVW02OehRXWH6Dml
#1043,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 14:25:46 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1042,jaxon@zonos.com,paid,2023-01-18 14:04:45 -0500,unfulfilled,,no,USD,50.00,95.53,0.00,145.53,bogo,50.00,UPS Standard Duties & Taxes Included,2023-01-18 14:04:44 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rZCYXOLqL0WceaJAG319KesAw,0.00,Jaxons Soda shop,5253481496884,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rZCYXOLqL0WceaJAG319KesAw,,,rZCYXOLqL0WceaJAG319KesAw
#1042,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 14:04:44 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1041,jaxon@zonos.com,paid,2023-01-18 14:00:28 -0500,unfulfilled,,no,USD,50.00,95.53,0.00,145.53,bogo,50.00,UPS Standard Duties & Taxes Included,2023-01-18 14:00:27 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rUY7clTqd9slaNCRkLFlaFYNo,0.00,Jaxons Soda shop,5253476516148,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rUY7clTqd9slaNCRkLFlaFYNo,,,rUY7clTqd9slaNCRkLFlaFYNo
#1041,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 14:00:27 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1040,jaxon@zonos.com,paid,2023-01-18 13:57:59 -0500,unfulfilled,,no,USD,50.00,95.53,0.00,145.53,bogo,50.00,UPS Standard Duties & Taxes Included,2023-01-18 13:57:58 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rEyR50Q0ocRemB3WPn1gNwxAN,0.00,Jaxons Soda shop,5253473272116,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rEyR50Q0ocRemB3WPn1gNwxAN,,,rEyR50Q0ocRemB3WPn1gNwxAN
#1040,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 13:57:58 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1039,jaxon@zonos.com,paid,2023-01-18 13:53:59 -0500,unfulfilled,,no,USD,50.00,95.53,0.00,145.53,bogo,50.00,UPS Standard Duties & Taxes Included,2023-01-18 13:53:58 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rPUx9H4XwxyaLP5scOoP1W3QP,0.00,Jaxons Soda shop,5253468193076,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rPUx9H4XwxyaLP5scOoP1W3QP,,,rPUx9H4XwxyaLP5scOoP1W3QP
#1039,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 13:53:58 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1038,jaxon@zonos.com,paid,2023-01-18 13:45:43 -0500,unfulfilled,,no,USD,50.00,95.53,0.00,145.53,bogo,50.00,UPS Standard Duties & Taxes Included,2023-01-18 13:45:42 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon Pc,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon Pc,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rqfJiIfWwtrHJdIHx8Tew6THz,0.00,Jaxons Soda shop,5253457248564,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rqfJiIfWwtrHJdIHx8Tew6THz,,,rqfJiIfWwtrHJdIHx8Tew6THz
#1038,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 13:45:42 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1037,jaxon@zonos.com,paid,2023-01-18 13:43:31 -0500,unfulfilled,,no,USD,50.00,95.53,0.00,145.53,bogo,50.00,UPS Standard Duties & Taxes Included,2023-01-18 13:43:31 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rh9BhleyrKFn9Z3TmUpQLuz48,0.00,Jaxons Soda shop,5253454102836,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rh9BhleyrKFn9Z3TmUpQLuz48,,,rh9BhleyrKFn9Z3TmUpQLuz48
#1037,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 13:43:31 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1036,jaxon@zonos.com,paid,2023-01-18 13:35:13 -0500,unfulfilled,,no,USD,50.00,95.53,0.00,145.53,bogo,50.00,UPS Standard Duties & Taxes Included,2023-01-18 13:35:11 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon Pq,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon Pq,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,r0S5N9pm9yGza8ipp0LYOgaff,0.00,Jaxons Soda shop,5253443813684,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,r0S5N9pm9yGza8ipp0LYOgaff,,,r0S5N9pm9yGza8ipp0LYOgaff
#1036,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 13:35:11 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1035,jaxon@zonos.com,paid,2023-01-18 13:16:31 -0500,unfulfilled,,no,USD,50.00,95.55,0.00,145.55,bogo,50.00,UPS Standard Duties & Taxes Included,2023-01-18 13:16:30 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rgH5YcRhzehT7wqjwp2TK4y2h,0.00,Jaxons Soda shop,5253418647860,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rgH5YcRhzehT7wqjwp2TK4y2h,,,rgH5YcRhzehT7wqjwp2TK4y2h
#1035,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 13:16:30 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1034,jaxon@zonos.com,paid,2023-01-18 13:14:41 -0500,unfulfilled,,no,USD,50.00,95.55,0.00,145.55,bogo,50.00,UPS Standard Duties & Taxes Included,2023-01-18 13:14:40 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,r2rlUV2ZveiWq9QiGMYAjo7Lx,0.00,Jaxons Soda shop,5253416091956,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,r2rlUV2ZveiWq9QiGMYAjo7Lx,,,r2rlUV2ZveiWq9QiGMYAjo7Lx
#1034,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 13:14:40 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1033,jaxon@zonos.com,paid,2023-01-18 13:09:39 -0500,unfulfilled,,no,USD,50.00,95.55,0.00,145.55,bogo,50.00,UPS Standard Duties & Taxes Included,2023-01-18 13:09:39 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rJOHIGq6OVh1hWcPhNUn72dks,0.00,Jaxons Soda shop,5253408489780,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rJOHIGq6OVh1hWcPhNUn72dks,,,rJOHIGq6OVh1hWcPhNUn72dks
#1033,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 13:09:39 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1032,jaxon@zonos.com,paid,2023-01-18 13:07:29 -0500,unfulfilled,,no,USD,50.00,95.55,0.00,145.55,bogo,50.00,UPS Standard Duties & Taxes Included,2023-01-18 13:07:28 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rIJo9Jjzo7VEhSZef2eYS1IYV,0.00,Jaxons Soda shop,5253405278516,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rIJo9Jjzo7VEhSZef2eYS1IYV,,,rIJo9Jjzo7VEhSZef2eYS1IYV
#1032,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 13:07:28 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1031,jaxon@zonos.com,paid,2023-01-18 13:05:01 -0500,unfulfilled,,no,USD,50.00,95.55,0.00,145.55,bogo,50.00,UPS Standard Duties & Taxes Included,2023-01-18 13:05:00 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rVKvg8Z6UeXaMvxIeCM5hPRTn,0.00,Jaxons Soda shop,5253401510196,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rVKvg8Z6UeXaMvxIeCM5hPRTn,,,rVKvg8Z6UeXaMvxIeCM5hPRTn
#1031,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 13:05:00 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1030,jaxon@zonos.com,paid,2023-01-18 13:01:09 -0500,unfulfilled,,no,USD,50.00,95.55,0.00,145.55,bogo,50.00,UPS Standard Duties & Taxes Included,2023-01-18 13:01:08 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,r1aQHocmIDlAGsgumOrVXlB1B,0.00,Jaxons Soda shop,5253395644724,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,r1aQHocmIDlAGsgumOrVXlB1B,,,r1aQHocmIDlAGsgumOrVXlB1B
